loss,accuracy,val_loss,val_accuracy,epoch
0.4946229159832001,0.8081799745559692,0.4826459288597107,0.814858078956604,1
0.489872008562088,0.8081799745559692,0.4803110957145691,0.814858078956604,2
0.49092188477516174,0.8091183304786682,0.4908696115016937,0.814858078956604,3
0.4870408773422241,0.8097439408302307,0.4790205955505371,0.814858078956604,4
0.48792141675949097,0.8094033002853394,0.48061710596084595,0.814858078956604,5
0.48786526918411255,0.8094033002853394,0.4787645637989044,0.814858078956604,6
0.4762427508831024,0.8171398043632507,0.4750341475009918,0.8180554509162903,7
0.4756138026714325,0.8136920928955078,0.4600694477558136,0.814858078956604,8
0.5085389614105225,0.8047252893447876,0.47247564792633057,0.814858078956604,9
0.48103541135787964,0.8094033002853394,0.45806002616882324,0.814858078956604,10
0.3061250150203705,0.8845089673995972,0.1511681228876114,0.9542636275291443,11
0.11926602572202682,0.9657245874404907,0.12730172276496887,0.9679984450340271,12
0.05636874958872795,0.9842420816421509,0.04097013548016548,0.9861539602279663,13
0.03955993801355362,0.9884404540061951,0.02882438898086548,0.9909361600875854,14
0.03270906209945679,0.9901295900344849,0.02265278995037079,0.9931325912475586,15
0.026544997468590736,0.992061972618103,0.01930975168943405,0.993549644947052,16
0.022568488493561745,0.9929238557815552,0.02123921550810337,0.9949120283126831,17
0.03252412751317024,0.9897959232330322,0.01864536665380001,0.9934940338134766,18
0.01896345429122448,0.9940707683563232,0.022913707420229912,0.9932159781455994,19
0.13054145872592926,0.9610604643821716,0.11221737414598465,0.9639113545417786,20
0.0974147617816925,0.9719109535217285,0.06880921870470047,0.9802318811416626,21
0.07817503809928894,0.9775343537330627,0.05614376440644264,0.9831234216690063,22
0.05833105742931366,0.9825529456138611,0.04563033953309059,0.9865710139274597,23
0.04685438796877861,0.9857643246650696,0.03383922576904297,0.989546000957489,24
0.04040326923131943,0.9868695139884949,0.08140195161104202,0.979175329208374,25
0.03223811089992523,0.9895734786987305,0.01924527995288372,0.9933272004127502,26
